행정동명,행정동코드,Top1,number of Top1,Top2,number of Top2,Top3,number of Top3
상서면,4279033000,한식/백반/한정식,35,수퍼마켓,21,청과물소매,17
사내면,4279034000,한식/백반/한정식,75,캠프/별장/펜션,26,민박/하숙,20
양구읍,4280025000,한식/백반/한정식,109,여성미용실,51,커피전문점/카페/다방,41
국토정중앙면,4280031500,한식/백반/한정식,24,청과물소매,13,편의점,9
동면,4280032000,한식/백반/한정식,11,청과물소매,8,후라이드/양념치킨,7
방산면,4280033000,한식/백반/한정식,10,청과물소매,5,민박/하숙,5
해안면,4280034000,청과물소매,14,한식/백반/한정식,12,중국음식/중국집,4
인제읍,4281025000,한식/백반/한정식,88,민박/하숙,34,여성미용실,30
남면,4281031000,한식/백반/한정식,49,청과물소매,21,민박/하숙,14
북면,4281032000,한식/백반/한정식,136,민박/하숙,46,청과물소매,43
기린면,4281033000,한식/백반/한정식,66,민박/하숙,38,캠프/별장/펜션,23
서화면,4281034000,한식/백반/한정식,34,후라이드/양념치킨,11,청과물소매,10
상남면,4281035000,한식/백반/한정식,23,청과물소매,17,캠프/별장/펜션,15
간성읍,4282025000,한식/백반/한정식,73,청과물소매,22,여성미용실,20
거진읍,4282025300,한식/백반/한정식,68,수산물소매,28,횟집,27
현내면,4282031000,한식/백반/한정식,32,민박/하숙,27,수퍼마켓,17
죽왕면,4282032000,민박/하숙,72,한식/백반/한정식,37,횟집,30
토성면,4282033000,한식/백반/한정식,74,민박/하숙,59,캠프/별장/펜션,40
양양읍,4283025000,한식/백반/한정식,96,청과물소매,46,커피전문점/카페/다방,36
서면,4283031000,한식/백반/한정식,42,캠프/별장/펜션,29,청과물소매,28
손양면,4283032000,한식/백반/한정식,26,모텔/여관/여인숙,18,캠프/별장/펜션,16
현북면,4283033000,민박/하숙,32,한식/백반/한정식,23,모텔/여관/여인숙,22
현남면,4283034000,한식/백반/한정식,58,모텔/여관/여인숙,32,커피전문점/카페/다방,30
강현면,4283035000,모텔/여관/여인숙,107,한식/백반/한정식,69,횟집,51
낭성면,4311131000,한식/백반/한정식,15,커피전문점/카페/다방,9,청과물소매,7
미원면,4311132000,한식/백반/한정식,25,캠프/별장/펜션,13,청과물소매,9
가덕면,4311133000,한식/백반/한정식,17,청과물소매,16,수퍼마켓,10
남일면,4311134000,한식/백반/한정식,21,부동산중개,13,청과물소매,13
문의면,4311135000,한식/백반/한정식,31,청과물소매,15,커피전문점/카페/다방,10
중앙동,4311152500,커피전문점/카페/다방,122,한식/백반/한정식,95,일반의류,67
성안동,4311154500,일반의류,217,한식/백반/한정식,149,커피전문점/카페/다방,132
탑대성동,4311162000,여성미용실,32,한식/백반/한정식,26,커피전문점/카페/다방,16
영운동,4311167000,한식/백반/한정식,34,여성미용실,31,자동차정비/카센타,26
금천동,4311168000,여성미용실,102,한식/백반/한정식,73,학원-입시,40
용담.명암.산성동,4311169000,한식/백반/한정식,45,커피전문점/카페/다방,35,여성미용실,31
용암1동,4311172000,한식/백반/한정식,157,여성미용실,125,커피전문점/카페/다방,96
용암2동,4311173000,여성미용실,62,한식/백반/한정식,60,부동산중개,43
남이면,4311231000,일반가구소매,72,자동차정비/카센타,36,한식/백반/한정식,33
현도면,4311232000,일반가구소매,51,한식/백반/한정식,17,청과물소매,13
사직1동,4311251000,한식/백반/한정식,26,수퍼마켓,20,모텔/여관/여인숙,18
사직2동,4311252000,한식/백반/한정식,19,부동산중개,18,여성미용실,18
사창동,4311253000,한식/백반/한정식,78,여성미용실,76,커피전문점/카페/다방,75
모충동,4311254000,한식/백반/한정식,44,여성미용실,42,부동산중개,29
산남동,4311255000,한식/백반/한정식,77,여성미용실,72,부동산중개,63
분평동,4311256000,학원-입시,71,한식/백반/한정식,52,여성미용실,51
수곡1동,4311257000,여성미용실,43,한식/백반/한정식,37,수퍼마켓,26
수곡2동,4311258000,여성미용실,39,한식/백반/한정식,24,후라이드/양념치킨,21
성화.개신.죽림동,4311259000,여성미용실,83,커피전문점/카페/다방,77,한식/백반/한정식,77
오송읍,4311325000,부동산중개,76,한식/백반/한정식,55,커피전문점/카페/다방,41
강내면,4311331000,한식/백반/한정식,37,커피전문점/카페/다방,21,편의점,17
옥산면,4311332000,한식/백반/한정식,34,청과물소매,19,수퍼마켓,16
운천.신봉동,4311370000,한식/백반/한정식,76,커피전문점/카페/다방,50,여성미용실,41
복대1동,4311374100,한식/백반/한정식,197,부동산중개,127,여성미용실,121
복대2동,4311374200,한식/백반/한정식,104,여성미용실,97,커피전문점/카페/다방,53
가경동,4311374700,여성미용실,146,한식/백반/한정식,142,부동산중개,92
봉명1동,4311375100,한식/백반/한정식,75,여성미용실,48,커피전문점/카페/다방,33
봉명2.송정동,4311375600,한식/백반/한정식,150,여성미용실,115,부동산중개,68
강서1동,4311376000,한식/백반/한정식,122,커피전문점/카페/다방,84,여성미용실,70
강서2동,4311377000,한식/백반/한정식,34,커피전문점/카페/다방,28,부동산중개,22
내수읍,4311425000,한식/백반/한정식,83,여성미용실,30,커피전문점/카페/다방,25
오창읍,4311425300,한식/백반/한정식,109,부동산중개,90,커피전문점/카페/다방,75
북이면,4311431000,청과물소매,17,한식/백반/한정식,16,재활용/고물수집,12
우암동,4311451000,한식/백반/한정식,72,커피전문점/카페/다방,46,자동차정비/카센타,40
내덕1동,4311452000,자동차정비/카센타,42,한식/백반/한정식,42,여성미용실,23
내덕2동,4311453000,한식/백반/한정식,38,편의점,24,여성미용실,24
율량.사천동,4311454000,한식/백반/한정식,128,여성미용실,125,부동산중개,89
오근장동,4311455000,커피전문점/카페/다방,49,부동산중개,44,중고자동차판매,42
주덕읍,4313025000,한식/백반/한정식,57,부동산중개,18,커피전문점/카페/다방,18
살미면,4313031000,한식/백반/한정식,19,청과물소매,11,주유소,8
수안보면,4313032500,한식/백반/한정식,93,청과물소매,19,수퍼마켓,15
대소원면,4313033500,한식/백반/한정식,93,편의점,33,호프/맥주,29
신니면,4313035000,한식/백반/한정식,30,청과물소매,9,부동산중개,6
노은면,4313036000,한식/백반/한정식,28,커피전문점/카페/다방,9,부동산중개,5
앙성면,4313037000,한식/백반/한정식,70,부동산중개,12,청과물소매,8
중앙탑면,4313038500,한식/백반/한정식,42,커피전문점/카페/다방,17,후라이드/양념치킨,15
금가면,4313039000,한식/백반/한정식,20,수퍼마켓,7,자동차정비/카센타,7
동량면,4313040000,한식/백반/한정식,16,커피전문점/카페/다방,11,캠프/별장/펜션,10
산척면,4313041000,한식/백반/한정식,46,청과물소매,12,수퍼마켓,11
엄정면,4313042000,한식/백반/한정식,21,커피전문점/카페/다방,10,청과물소매,9
소태면,4313043000,한식/백반/한정식,12,청과물소매,10,주유소,5
성내.충인동,4313051500,한식/백반/한정식,114,일반의류,83,여성미용실,68
교현.안림동,4313053500,한식/백반/한정식,143,여성미용실,62,부동산중개,43
교현2동,4313054000,한식/백반/한정식,46,여성미용실,35,부동산중개,26
용산동,4313055000,한식/백반/한정식,52,여성미용실,45,학원-입시,34
지현동,4313056000,한식/백반/한정식,37,여성미용실,20,자동차정비/카센타,10
문화동,4313057100,한식/백반/한정식,59,여성미용실,41,화장품판매점,22
호암.직동,4313058000,한식/백반/한정식,53,커피전문점/카페/다방,36,여성미용실,33
달천동,4313060500,한식/백반/한정식,39,편의점,22,캐쥬얼/스포츠의류,20
봉방동,4313061000,한식/백반/한정식,65,자동차정비/카센타,61,모텔/여관/여인숙,35
칠금.금릉동,4313062500,한식/백반/한정식,132,커피전문점/카페/다방,52,여성미용실,49
연수동,4313063000,한식/백반/한정식,166,여성미용실,118,호프/맥주,71
목행.용탄동,4313064000,청과물소매,75,종합소매,46,한식/백반/한정식,30
봉양읍,4315025000,한식/백반/한정식,52,캠프/별장/펜션,15,청과물소매,13
금성면,4315031000,한식/백반/한정식,15,청과물소매,9,갈비/삼겹살,5
청풍면,4315032000,한식/백반/한정식,37,캠프/별장/펜션,17,커피전문점/카페/다방,13
수산면,4315033000,한식/백반/한정식,21,청과물소매,19,수퍼마켓,9
덕산면,4315034000,한식/백반/한정식,30,청과물소매,21,수퍼마켓,16
한수면,4315035000,한식/백반/한정식,32,민박/하숙,14,캠프/별장/펜션,10
백운면,4315036000,한식/백반/한정식,41,수퍼마켓,17,민박/하숙,17
송학면,4315038000,한식/백반/한정식,29,청과물소매,15,커피전문점/카페/다방,9
교동,4315051000,여성미용실,60,한식/백반/한정식,55,커피전문점/카페/다방,38
의림지동,4315051800,한식/백반/한정식,45,커피전문점/카페/다방,32,자동차정비/카센타,19
중앙동,4315052800,한식/백반/한정식,144,여성미용실,105,일반의류,97
남현동,4315053700,여성미용실,26,한식/백반/한정식,23,자동차정비/카센타,12
영서동,4315054700,한식/백반/한정식,51,모텔/여관/여인숙,25,커피전문점/카페/다방,24
용두동,4315056000,한식/백반/한정식,65,여성미용실,41,커피전문점/카페/다방,36
신백동,4315057700,한식/백반/한정식,38,여성미용실,35,자동차정비/카센타,17
청전동,4315059000,한식/백반/한정식,109,여성미용실,74,커피전문점/카페/다방,34
화산동,4315060500,한식/백반/한정식,84,자동차정비/카센타,41,여성미용실,38
보은읍,4372025000,한식/백반/한정식,89,여성미용실,48,커피전문점/카페/다방,35
속리산면,4372031500,한식/백반/한정식,87,모텔/여관/여인숙,32,민박/하숙,22
장안면,4372032500,청과물소매,10,한식/백반/한정식,8,농기구판매,2
마로면,4372033000,한식/백반/한정식,24,청과물소매,10,커피전문점/카페/다방,6
탄부면,4372034000,청과물소매,12,한식/백반/한정식,4,농기구수리,2
삼승면,4372035000,한식/백반/한정식,14,청과물소매,14,커피전문점/카페/다방,4
수한면,4372036000,한식/백반/한정식,13,청과물소매,9,모텔/여관/여인숙,6
회남면,4372037000,한식/백반/한정식,9,수퍼마켓,2,중국음식/중국집,2
회인면,4372038500,청과물소매,12,한식/백반/한정식,12,수퍼마켓,10
내북면,4372039000,한식/백반/한정식,15,수퍼마켓,5,방앗간/정미소,3
산외면,4372040000,한식/백반/한정식,8,청과물소매,6,꽃집/꽃배달,4
옥천읍,4373025000,한식/백반/한정식,147,여성미용실,81,커피전문점/카페/다방,61
동이면,4373031000,한식/백반/한정식,31,청과물소매,12,커피전문점/카페/다방,9
안남면,4373032000,청과물소매,10,한식/백반/한정식,8,건강원,3
안내면,4373033000,청과물소매,11,한식/백반/한정식,11,커피전문점/카페/다방,5
청성면,4373034000,청과물소매,11,한식/백반/한정식,7,민박/하숙,5
청산면,4373035000,한식/백반/한정식,24,청과물소매,13,호프/맥주,8
이원면,4373036000,한식/백반/한정식,20,꽃집/꽃배달,13,청과물소매,11
군서면,4373037000,한식/백반/한정식,23,수퍼마켓,10,캠프/별장/펜션,6
군북면,4373038000,한식/백반/한정식,21,청과물소매,12,커피전문점/카페/다방,9
영동읍,4374025000,한식/백반/한정식,143,여성미용실,72,청과물소매,69
용산면,4374031000,한식/백반/한정식,23,청과물소매,9,편의점,5
황간면,4374032000,한식/백반/한정식,22,커피전문점/카페/다방,21,청과물소매,14
추풍령면,4374033500,한식/백반/한정식,24,커피전문점/카페/다방,7,갈비/삼겹살,6
매곡면,4374034000,청과물소매,6,수퍼마켓,5,한식/백반/한정식,5
상촌면,4374035000,한식/백반/한정식,22,민박/하숙,18,청과물소매,7
양강면,4374036000,한식/백반/한정식,10,청과물소매,6,수퍼마켓,4
용화면,4374037000,한식/백반/한정식,5,청과물소매,3,식료품점,2
학산면,4374038000,한식/백반/한정식,8,청과물소매,7,중국음식/중국집,5
양산면,4374039000,한식/백반/한정식,25,커피전문점/카페/다방,5,민박/하숙,4
심천면,4374040000,한식/백반/한정식,25,청과물소매,10,시장/종합상가,4
진천읍,4375025000,한식/백반/한정식,192,커피전문점/카페/다방,76,여성미용실,68
덕산읍,4375025300,한식/백반/한정식,66,커피전문점/카페/다방,48,부동산중개,42
초평면,4375032000,한식/백반/한정식,20,청과물소매,10,낚시터,6
문백면,4375033000,한식/백반/한정식,30,청과물소매,12,편의점,5
백곡면,4375034000,한식/백반/한정식,18,목욕업-찜질방,4,부동산중개,3
이월면,4375035000,한식/백반/한정식,44,청과물소매,17,편의점,16
광혜원면,4375037000,한식/백반/한정식,92,여성미용실,33,갈비/삼겹살,27
괴산읍,4376025000,한식/백반/한정식,121,커피전문점/카페/다방,34,부동산중개,34
감물면,4376031000,한식/백반/한정식,13,수퍼마켓,3,건강식품판매,3
장연면,4376032000,한식/백반/한정식,11,청과물소매,9,커피전문점/카페/다방,8
연풍면,4376033000,한식/백반/한정식,41,수퍼마켓,13,청과물소매,11
칠성면,4376034000,한식/백반/한정식,77,청과물소매,24,캠프/별장/펜션,12
문광면,4376035000,한식/백반/한정식,12,청과물소매,6,횟집,5
청천면,4376036000,한식/백반/한정식,80,캠프/별장/펜션,34,수퍼마켓,28
청안면,4376037000,청과물소매,18,한식/백반/한정식,14,수퍼마켓,6
사리면,4376039000,한식/백반/한정식,12,청과물소매,9,주유소,5
소수면,4376040000,청과물소매,8,식료품점,2,방앗간/정미소,1
불정면,4376041000,한식/백반/한정식,25,청과물소매,13,매운탕전문,8
음성읍,4377025000,한식/백반/한정식,150,여성미용실,45,부동산중개,42
금왕읍,4377025300,한식/백반/한정식,153,커피전문점/카페/다방,51,여성미용실,47
소이면,4377031000,한식/백반/한정식,24,청과물소매,16,수퍼마켓,4
원남면,4377032000,한식/백반/한정식,36,청과물소매,18,식료품점,5
맹동면,4377033000,한식/백반/한정식,77,커피전문점/카페/다방,48,호프/맥주,35
대소면,4377034000,한식/백반/한정식,104,부동산중개,46,편의점,42
