행정동명,행정동코드,Top1,number of Top1,Top2,number of Top2,Top3,number of Top3
광평동,4719063000,자동차정비/카센타,18,여성미용실,11,한식/백반/한정식,10
상모사곡동,4719064500,한식/백반/한정식,86,여성미용실,82,부동산중개,35
임오동,4719066000,여성미용실,27,자동차정비/카센타,24,한식/백반/한정식,22
인동동,4719067000,한식/백반/한정식,225,여성미용실,185,커피전문점/카페/다방,115
진미동,4719068000,한식/백반/한정식,140,여성미용실,83,부동산중개,65
양포동,4719069000,한식/백반/한정식,138,여성미용실,96,부동산중개,76
공단동,4719070000,한식/백반/한정식,31,커피전문점/카페/다방,15,종합소매,12
풍기읍,4721025000,인삼제품판매,130,건강식품판매,93,한식/백반/한정식,63
이산면,4721031000,청과물소매,5,한식/백반/한정식,3,커피전문점/카페/다방,2
평은면,4721032000,닭내장/닭발요리,3,낚시터,2,민박/하숙,2
문수면,4721033000,한식/백반/한정식,5,청과물소매,3,수퍼마켓,2
장수면,4721034000,청과물소매,7,한식/백반/한정식,6,커피전문점/카페/다방,3
안정면,4721035000,한식/백반/한정식,12,청과물소매,8,자동차정비/카센타,3
봉현면,4721036000,청과물소매,31,한식/백반/한정식,16,인삼제품판매,12
순흥면,4721037000,한식/백반/한정식,20,청과물소매,7,중국음식/중국집,4
단산면,4721038000,한식/백반/한정식,6,청과물소매,4,중국음식/중국집,3
부석면,4721039000,한식/백반/한정식,27,청과물소매,16,커피전문점/카페/다방,6
상망동,4721051000,자동차정비/카센타,16,한식/백반/한정식,12,수퍼마켓,11
하망동,4721052500,한식/백반/한정식,54,여성미용실,35,학원-입시,16
영주1동,4721055000,한식/백반/한정식,43,여성미용실,29,일반의류,28
영주2동,4721056000,한식/백반/한정식,20,여성미용실,13,룸살롱/단란주점,13
휴천1동,4721059000,한식/백반/한정식,24,자동차정비/카센타,23,여성미용실,19
휴천2동,4721060000,한식/백반/한정식,84,룸살롱/단란주점,39,여성미용실,37
휴천3동,4721061000,한식/백반/한정식,22,자동차정비/카센타,14,여성미용실,13
가흥1동,4721062000,한식/백반/한정식,113,커피전문점/카페/다방,50,여성미용실,47
가흥2동,4721063000,시장/종합상가,33,한식/백반/한정식,31,커피전문점/카페/다방,19
금호읍,4723025000,한식/백반/한정식,38,청과물소매,20,부동산중개,17
청통면,4723031000,한식/백반/한정식,42,청과물소매,22,모텔/여관/여인숙,14
신녕면,4723032000,한식/백반/한정식,42,커피전문점/카페/다방,21,청과물소매,9
화산면,4723033000,청과물소매,9,식료품점,5,한식/백반/한정식,5
화북면,4723034000,한식/백반/한정식,11,커피전문점/카페/다방,8,청과물소매,5
화남면,4723035000,한식/백반/한정식,21,청과물소매,5,수퍼마켓,5
자양면,4723036000,횟집,4,한식/백반/한정식,2,유과판매,2
임고면,4723037000,한식/백반/한정식,24,커피전문점/카페/다방,10,갈비/삼겹살,7
고경면,4723038000,한식/백반/한정식,29,청과물소매,13,갈비/삼겹살,9
북안면,4723039000,한식/백반/한정식,18,청과물소매,10,갈비/삼겹살,7
대창면,4723040000,한식/백반/한정식,13,청과물소매,10,수퍼마켓,3
동부동,4723051000,한식/백반/한정식,91,여성미용실,82,화장품판매점,30
중앙동,4723052000,한식/백반/한정식,60,여성미용실,35,커피전문점/카페/다방,34
서부동,4723053500,자동차정비/카센타,24,한식/백반/한정식,19,청과물소매,15
완산동,4723054000,한식/백반/한정식,51,커피전문점/카페/다방,47,여성미용실,42
남부동,4723055500,부동산중개,36,한식/백반/한정식,25,자동차정비/카센타,14
함창읍,4725025000,한식/백반/한정식,26,여성미용실,20,청과물소매,11
중동면,4725031000,청과물소매,10,자동차정비/카센타,3,한식/백반/한정식,3
사벌국면,4725032500,한식/백반/한정식,19,청과물소매,7,커피전문점/카페/다방,7
낙동면,4725033000,한식/백반/한정식,20,청과물소매,13,커피전문점/카페/다방,10
청리면,4725034000,한식/백반/한정식,9,여성미용실,6,청과물소매,6
공성면,4725035000,한식/백반/한정식,23,커피전문점/카페/다방,12,청과물소매,12
외남면,4725036000,청과물소매,11,시장/종합상가,5,한식/백반/한정식,2
내서면,4725037000,청과물소매,20,한식/백반/한정식,7,꽃집/꽃배달,6
모동면,4725038000,한식/백반/한정식,13,청과물소매,9,후라이드/양념치킨,7
모서면,4725039000,한식/백반/한정식,14,청과물소매,10,후라이드/양념치킨,4
화동면,4725040000,한식/백반/한정식,7,청과물소매,6,갈비/삼겹살,3
화서면,4725041000,한식/백반/한정식,27,청과물소매,12,커피전문점/카페/다방,9
화북면,4725042000,한식/백반/한정식,18,캠프/별장/펜션,9,후라이드/양념치킨,4
외서면,4725043000,청과물소매,7,한식/백반/한정식,6,식료품점,3
은척면,4725044000,한식/백반/한정식,13,커피전문점/카페/다방,5,방앗간/정미소,4
공검면,4725045000,한식/백반/한정식,12,시장/종합상가,4,중국음식/중국집,3
이안면,4725046000,청과물소매,7,한식/백반/한정식,3,시장/종합상가,2
화남면,4725047000,한식/백반/한정식,6,청과물소매,3,식료품점,2
남원동,4725052000,한식/백반/한정식,105,여성미용실,87,청과물소매,43
북문동,4725053000,한식/백반/한정식,69,커피전문점/카페/다방,22,여성미용실,16
계림동,4725054000,한식/백반/한정식,28,자동차정비/카센타,18,커피전문점/카페/다방,17
동문동,4725055000,한식/백반/한정식,92,여성미용실,50,커피전문점/카페/다방,37
동성동,4725056000,한식/백반/한정식,16,청과물소매,14,식료품점,12
신흥동,4725057000,한식/백반/한정식,25,자동차정비/카센타,13,청과물소매,11
문경읍,4728025000,한식/백반/한정식,75,커피전문점/카페/다방,33,꽃집/꽃배달,22
가은읍,4728025300,한식/백반/한정식,49,민박/하숙,10,여성미용실,10
영순면,4728031000,한식/백반/한정식,9,청과물소매,5,농기구판매,3
산양면,4728032000,한식/백반/한정식,18,커피전문점/카페/다방,6,식료품점,4
호계면,4728033000,한식/백반/한정식,11,꽃집/꽃배달,8,커피전문점/카페/다방,7
산북면,4728034000,청과물소매,9,한식/백반/한정식,7,수퍼마켓,5
동로면,4728035000,청과물소매,13,한식/백반/한정식,10,꽃집/꽃배달,6
마성면,4728036000,한식/백반/한정식,30,청과물소매,11,민박/하숙,10
농암면,4728037000,한식/백반/한정식,24,민박/하숙,9,청과물소매,7
점촌1동,4728057000,한식/백반/한정식,47,여성미용실,25,커피전문점/카페/다방,16
점촌2동,4728058000,한식/백반/한정식,52,여성미용실,49,커피전문점/카페/다방,23
점촌3동,4728059000,한식/백반/한정식,50,여성미용실,27,커피전문점/카페/다방,15
점촌4동,4728060000,한식/백반/한정식,19,캠프/별장/펜션,8,커피전문점/카페/다방,8
점촌5동,4728061000,한식/백반/한정식,95,커피전문점/카페/다방,46,여성미용실,44
하양읍,4729025000,한식/백반/한정식,116,여성미용실,97,커피전문점/카페/다방,67
진량읍,4729025300,한식/백반/한정식,145,여성미용실,67,부동산중개,59
압량읍,4729025600,여성미용실,49,한식/백반/한정식,48,부동산중개,47
와촌면,4729031000,한식/백반/한정식,58,커피전문점/카페/다방,21,청과물소매,16
자인면,4729033000,한식/백반/한정식,48,커피전문점/카페/다방,19,부동산중개,16
용성면,4729034000,청과물소매,12,한식/백반/한정식,9,수퍼마켓,4
남산면,4729035000,한식/백반/한정식,28,청과물소매,12,커피전문점/카페/다방,11
남천면,4729037000,한식/백반/한정식,15,청과물소매,11,일반가구소매,11
중방동,4729051000,한식/백반/한정식,49,여성미용실,35,일반의류,33
중앙동,4729052000,한식/백반/한정식,73,커피전문점/카페/다방,40,여성미용실,32
남부동,4729053000,한식/백반/한정식,47,여성미용실,40,커피전문점/카페/다방,34
서부1동,4729054100,한식/백반/한정식,135,여성미용실,111,커피전문점/카페/다방,68
서부2동,4729054200,여성미용실,82,부동산중개,71,커피전문점/카페/다방,55
북부동,4729055000,한식/백반/한정식,118,커피전문점/카페/다방,83,부동산중개,61
동부동,4729056000,한식/백반/한정식,116,여성미용실,94,커피전문점/카페/다방,70
군위읍,4772025000,한식/백반/한정식,38,커피전문점/카페/다방,18,부동산중개,16
소보면,4772031000,커피전문점/카페/다방,8,한식/백반/한정식,7,수퍼마켓,6
효령면,4772032000,한식/백반/한정식,16,청과물소매,6,자동차정비/카센타,5
부계면,4772033000,한식/백반/한정식,42,커피전문점/카페/다방,14,캠프/별장/펜션,9
우보면,4772034000,한식/백반/한정식,6,청과물소매,3,여성미용실,3
의흥면,4772035000,한식/백반/한정식,8,커피전문점/카페/다방,8,수퍼마켓,6
산성면,4772036000,고속도로휴게소,6,한식/백반/한정식,5,수퍼마켓,3
삼국유사면,4772038000,한식/백반/한정식,6,청과물소매,5,수퍼마켓,3
의성읍,4773025000,한식/백반/한정식,71,여성미용실,37,커피전문점/카페/다방,29
단촌면,4773031000,한식/백반/한정식,6,자동차정비/카센타,5,커피전문점/카페/다방,5
점곡면,4773032000,청과물소매,5,한식/백반/한정식,5,커피전문점/카페/다방,5
옥산면,4773033000,청과물소매,6,커피전문점/카페/다방,5,한식/백반/한정식,4
사곡면,4773034000,한식/백반/한정식,4,식료품점,2,청과물소매,2
춘산면,4773035000,한식/백반/한정식,7,어린이집,2,할인점,2
가음면,4773036000,한식/백반/한정식,8,수퍼마켓,4,욕탕업-종합,2
금성면,4773037000,한식/백반/한정식,19,커피전문점/카페/다방,9,수퍼마켓,9
봉양면,4773038000,한식/백반/한정식,33,커피전문점/카페/다방,15,청과물소매,13
비안면,4773039000,한식/백반/한정식,8,청과물소매,7,수퍼마켓,4
구천면,4773040000,청과물소매,7,한식/백반/한정식,3,방앗간/정미소,2
단밀면,4773041000,한식/백반/한정식,18,커피전문점/카페/다방,4,수퍼마켓,3
단북면,4773042000,청과물소매,5,수퍼마켓,2,수산물소매,1
안계면,4773043000,한식/백반/한정식,43,여성미용실,26,커피전문점/카페/다방,18
다인면,4773044000,한식/백반/한정식,13,커피전문점/카페/다방,6,청과물소매,4
신평면,4773045000,수퍼마켓,2,한식/백반/한정식,2,시장/종합상가,1
안평면,4773046000,후라이드/양념치킨,4,청과물소매,4,한식/백반/한정식,2
안사면,4773047000,수퍼마켓,3,커피전문점/카페/다방,1,식료품점,1
청송읍,4775025000,한식/백반/한정식,58,모텔/여관/여인숙,19,커피전문점/카페/다방,17
주왕산면,4775031500,한식/백반/한정식,49,청과물소매,15,민박/하숙,10
부남면,4775032000,한식/백반/한정식,15,청과물소매,7,커피전문점/카페/다방,7
현동면,4775033000,청과물소매,16,한식/백반/한정식,16,커피전문점/카페/다방,9
현서면,4775034000,한식/백반/한정식,22,커피전문점/카페/다방,10,청과물소매,8
안덕면,4775035000,청과물소매,17,커피전문점/카페/다방,13,한식/백반/한정식,12
파천면,4775036000,청과물소매,16,고속도로휴게소,5,식료품점,4
진보면,4775037000,한식/백반/한정식,54,청과물소매,27,커피전문점/카페/다방,20
영양읍,4776025000,한식/백반/한정식,47,청과물소매,25,여성미용실,13
입암면,4776031000,한식/백반/한정식,9,청과물소매,8,농기구판매,5
청기면,4776032000,한식/백반/한정식,5,청과물소매,4,꽃집/꽃배달,2
일월면,4776033000,청과물소매,7,한식/백반/한정식,4,캠프/별장/펜션,3
수비면,4776034000,청과물소매,18,한식/백반/한정식,10,민박/하숙,3
석보면,4776035000,한식/백반/한정식,10,청과물소매,10,커피전문점/카페/다방,7
영덕읍,4777025000,한식/백반/한정식,78,여성미용실,31,커피전문점/카페/다방,29
강구면,4777031000,한식/백반/한정식,104,바닷가재/게요리전문,89,횟집,70
남정면,4777032000,한식/백반/한정식,26,횟집,19,민박/하숙,14
달산면,4777033000,한식/백반/한정식,7,수퍼마켓,3,청과물소매,3
지품면,4777034000,청과물소매,12,한식/백반/한정식,5,족발/보쌈전문,5
축산면,4777035000,수산물소매,34,횟집,21,한식/백반/한정식,19
영해면,4777036000,한식/백반/한정식,82,수산물소매,34,커피전문점/카페/다방,28
병곡면,4777037000,한식/백반/한정식,26,수산물소매,14,모텔/여관/여인숙,12
창수면,4777038000,청과물소매,8,한식/백반/한정식,5,방앗간/정미소,2
화양읍,4782025000,한식/백반/한정식,37,커피전문점/카페/다방,34,청과물소매,22
청도읍,4782025300,한식/백반/한정식,88,커피전문점/카페/다방,50,여성미용실,36
각남면,4782031000,청과물소매,12,한식/백반/한정식,3,갈비/삼겹살,2
풍각면,4782032000,한식/백반/한정식,24,커피전문점/카페/다방,16,청과물소매,10
각북면,4782033000,한식/백반/한정식,28,캠프/별장/펜션,9,청과물소매,7
이서면,4782034000,커피전문점/카페/다방,17,한식/백반/한정식,17,청과물소매,11
운문면,4782035000,한식/백반/한정식,53,캠프/별장/펜션,34,수퍼마켓,14
금천면,4782036000,한식/백반/한정식,19,청과물소매,17,종합소매,15
매전면,4782037000,한식/백반/한정식,22,청과물소매,15,캠프/별장/펜션,6
대가야읍,4783025300,한식/백반/한정식,48,커피전문점/카페/다방,24,곡물소매,22
덕곡면,4783031000,한식/백반/한정식,11,청과물소매,5,커피전문점/카페/다방,3
운수면,4783032000,한식/백반/한정식,11,수퍼마켓,3,커피전문점/카페/다방,3
성산면,4783033000,한식/백반/한정식,16,식료품점,9,청과물소매,8
다산면,4783034000,한식/백반/한정식,23,육류소매,14,자동차정비/카센타,12
개진면,4783035000,식료품점,6,한식/백반/한정식,6,부동산중개,4
우곡면,4783036000,청과물소매,4,한식/백반/한정식,3,커피전문점/카페/다방,3
쌍림면,4783037000,한식/백반/한정식,20,청과물소매,11,수퍼마켓,8
성주읍,4784025000,한식/백반/한정식,103,커피전문점/카페/다방,52,여성미용실,45
선남면,4784031000,한식/백반/한정식,34,청과물소매,20,부동산중개,19
용암면,4784032000,한식/백반/한정식,10,청과물소매,7,부동산중개,7
수륜면,4784033000,한식/백반/한정식,37,커피전문점/카페/다방,7,기타고기요리,6
가천면,4784034000,한식/백반/한정식,25,캠프/별장/펜션,16,커피전문점/카페/다방,8
금수면,4784035000,한식/백반/한정식,18,캠프/별장/펜션,9,커피전문점/카페/다방,5
대가면,4784036000,청과물소매,8,한식/백반/한정식,6,부동산중개,4
벽진면,4784037000,한식/백반/한정식,14,청과물소매,11,커피전문점/카페/다방,10
초전면,4784038000,한식/백반/한정식,35,커피전문점/카페/다방,26,청과물소매,9
월항면,4784039000,한식/백반/한정식,10,커피전문점/카페/다방,8,청과물소매,6
왜관읍,4785025000,한식/백반/한정식,183,여성미용실,102,커피전문점/카페/다방,83
북삼읍,4785025300,한식/백반/한정식,105,여성미용실,79,후라이드/양념치킨,33
석적읍,4785025600,한식/백반/한정식,100,커피전문점/카페/다방,56,여성미용실,52
지천면,4785031000,한식/백반/한정식,38,청과물소매,18,식료품점,18
동명면,4785032000,한식/백반/한정식,115,모텔/여관/여인숙,28,오리고기전문,25
가산면,4785033000,한식/백반/한정식,44,일반가구소매,27,유리/페인트/철물건축자재,13
약목면,4785036000,한식/백반/한정식,38,여성미용실,18,청과물소매,16
기산면,4785037000,청과물소매,11,한식/백반/한정식,11,부동산중개,5
예천읍,4790025000,한식/백반/한정식,108,여성미용실,59,자동차정비/카센타,30
용문면,4790031000,한식/백반/한정식,10,청과물소매,4,건강원,3
감천면,4790034000,한식/백반/한정식,21,수퍼마켓,5,청과물소매,4
보문면,4790035000,청과물소매,5,한식/백반/한정식,5,갈비/삼겹살,3
호명면,4790036000,한식/백반/한정식,62,커피전문점/카페/다방,31,부동산중개,21
유천면,4790037000,청과물소매,5,한식/백반/한정식,5,수퍼마켓,3
용궁면,4790038000,한식/백반/한정식,15,커피전문점/카페/다방,10,순대전문점,6
개포면,4790039000,청과물소매,4,한식/백반/한정식,4,수퍼마켓,3
지보면,4790040000,한식/백반/한정식,12,청과물소매,8,커피전문점/카페/다방,6
풍양면,4790041000,한식/백반/한정식,21,청과물소매,8,수퍼마켓,6
효자면,4790042000,청과물소매,6,한식/백반/한정식,4,삼계탕전문,1
은풍면,4790043000,청과물소매,6,한식/백반/한정식,4,꽃집/꽃배달,2
봉화읍,4792025000,한식/백반/한정식,52,청과물소매,23,여성미용실,20
물야면,4792031000,한식/백반/한정식,16,청과물소매,7,식료품점,4
봉성면,4792032000,한식/백반/한정식,12,청과물소매,7,갈비/삼겹살,5
법전면,4792033000,청과물소매,5,한식/백반/한정식,5,자동차정비/카센타,3
춘양면,4792034000,한식/백반/한정식,32,청과물소매,17,커피전문점/카페/다방,15
소천면,4792035000,한식/백반/한정식,25,캠프/별장/펜션,6,청과물소매,6
재산면,4792036000,한식/백반/한정식,7,청과물소매,6,수퍼마켓,5
명호면,4792037000,한식/백반/한정식,15,민박/하숙,9,캠프/별장/펜션,9
상운면,4792038000,기타고기요리,3,자동차정비/카센타,2,수퍼마켓,2
석포면,4792039000,한식/백반/한정식,24,수퍼마켓,8,갈비/삼겹살,4
울진읍,4793025000,한식/백반/한정식,60,커피전문점/카페/다방,34,여성미용실,29
평해읍,4793025300,한식/백반/한정식,13,커피전문점/카페/다방,9,농기구판매,7
북면,4793031000,한식/백반/한정식,54,모텔/여관/여인숙,34,청과물소매,12
근남면,4793033000,한식/백반/한정식,19,커피전문점/카페/다방,9,수퍼마켓,7
기성면,4793035000,한식/백반/한정식,13,캠프/별장/펜션,7,수산물소매,6
온정면,4793036000,한식/백반/한정식,21,모텔/여관/여인숙,14,욕탕업-종합,6
죽변면,4793037000,한식/백반/한정식,75,커피전문점/카페/다방,31,횟집,30
후포면,4793038000,한식/백반/한정식,90,횟집,50,음식점-일식,41
금강송면,4793039000,청과물소매,7,민박/하숙,6,한식/백반/한정식,5
매화면,4793040000,한식/백반/한정식,6,수퍼마켓,4,커피전문점/카페/다방,3
울릉읍,4794025000,한식/백반/한정식,76,모텔/여관/여인숙,72,수퍼마켓,18
서면,4794031000,한식/백반/한정식,7,식료품점,6,모텔/여관/여인숙,5
북면,4794032000,한식/백반/한정식,16,모텔/여관/여인숙,9,커피전문점/카페/다방,7
동읍,4812125000,한식/백반/한정식,67,여성미용실,44,부동산중개,30
북면,4812131000,한식/백반/한정식,144,커피전문점/카페/다방,67,여성미용실,51
대산면,4812132000,한식/백반/한정식,59,청과물소매,25,커피전문점/카페/다방,16
의창동,4812151000,한식/백반/한정식,151,여성미용실,130,커피전문점/카페/다방,93
팔룡동,4812152000,한식/백반/한정식,117,자동차정비/카센타,110,커피전문점/카페/다방,71
명곡동,4812153000,한식/백반/한정식,145,여성미용실,124,커피전문점/카페/다방,96
봉림동,4812154000,한식/백반/한정식,139,여성미용실,99,커피전문점/카페/다방,97
용지동,4812155000,부동산중개,16,커피전문점/카페/다방,7,시장/종합상가,5
반송동,4812351000,여성미용실,82,부동산중개,61,학원-입시,50
용지동,4812351500,커피전문점/카페/다방,115,한식/백반/한정식,113,여성미용실,87
중앙동,4812352000,한식/백반/한정식,244,커피전문점/카페/다방,145,부동산중개,139
상남동,4812353000,한식/백반/한정식,148,커피전문점/카페/다방,104,여성의류전문점,92
사파동,4812354000,여성미용실,116,한식/백반/한정식,87,부동산중개,78
가음정동,4812355000,한식/백반/한정식,74,여성미용실,65,커피전문점/카페/다방,45
성주동,4812356000,한식/백반/한정식,58,여성미용실,42,커피전문점/카페/다방,34
웅남동,4812357000,한식/백반/한정식,52,커피전문점/카페/다방,26,중고자동차판매,22
구산면,4812531000,횟집,67,커피전문점/카페/다방,34,한식/백반/한정식,33
진동면,4812532000,한식/백반/한정식,87,횟집,58,여성미용실,34
진북면,4812533000,한식/백반/한정식,13,사업경영상담,12,자동차정비/카센타,8
진전면,4812534000,한식/백반/한정식,38,횟집,27,기타고기요리,12
현동,4812551000,한식/백반/한정식,38,커피전문점/카페/다방,28,부동산중개,16
가포동,4812552000,한식/백반/한정식,12,기타고기요리,4,커피전문점/카페/다방,3
월영동,4812553000,한식/백반/한정식,110,커피전문점/카페/다방,63,여성미용실,62
문화동,4812554000,한식/백반/한정식,70,커피전문점/카페/다방,34,여성미용실,31
반월중앙동,4812556500,한식/백반/한정식,60,여성미용실,43,커피전문점/카페/다방,20
완월동,4812557000,한식/백반/한정식,31,커피전문점/카페/다방,14,학원-입시,14
자산동,4812558000,한식/백반/한정식,30,여성미용실,24,후라이드/양념치킨,16
교방동,4812561000,여성미용실,47,한식/백반/한정식,46,커피전문점/카페/다방,18
오동동,4812563000,한식/백반/한정식,210,일반의류,102,룸살롱/단란주점,83
합포동,4812564000,한식/백반/한정식,25,여성미용실,14,부동산중개,12
산호동,4812565000,한식/백반/한정식,87,여성미용실,59,커피전문점/카페/다방,35
내서읍,4812725000,한식/백반/한정식,187,여성미용실,137,커피전문점/카페/다방,93
회원1동,4812751000,한식/백반/한정식,39,여성미용실,25,자동차정비/카센타,15
회원2동,4812752000,여성미용실,17,한식/백반/한정식,15,호프/맥주,7
석전동,4812754500,한식/백반/한정식,81,커피전문점/카페/다방,44,여성미용실,40
회성동,4812755000,한식/백반/한정식,19,여성미용실,14,커피전문점/카페/다방,13
양덕1동,4812756000,한식/백반/한정식,47,여성미용실,43,비만/피부관리,22
양덕2동,4812757000,여성미용실,61,부동산중개,55,한식/백반/한정식,41
합성1동,4812758000,한식/백반/한정식,39,일반의류,37,여성미용실,23
합성2동,4812759000,한식/백반/한정식,105,여성미용실,59,커피전문점/카페/다방,58
구암1동,4812760000,여성미용실,38,한식/백반/한정식,22,수퍼마켓,20
구암2동,4812761000,여성미용실,38,한식/백반/한정식,18,수퍼마켓,13
봉암동,4812762000,자동차정비/카센타,41,한식/백반/한정식,37,중고자동차판매,28
중앙동,4812951000,예식장/예식서비스,1,시장/종합상가,1,횟집,1
충무동,4812953000,한식/백반/한정식,148,여성미용실,56,커피전문점/카페/다방,50
여좌동,4812954000,한식/백반/한정식,43,커피전문점/카페/다방,32,여성미용실,22
태백동,4812955000,한식/백반/한정식,11,수퍼마켓,10,유리/페인트/철물건축자재,6
경화동,4812956000,한식/백반/한정식,26,여성미용실,19,학원-입시,11
병암동,4812957000,한식/백반/한정식,28,여성미용실,23,수퍼마켓,13
석동,4812958000,한식/백반/한정식,86,커피전문점/카페/다방,58,여성미용실,54
이동,4812959000,한식/백반/한정식,86,룸살롱/단란주점,32,여성미용실,28
자은동,4812960000,여성미용실,41,한식/백반/한정식,41,커피전문점/카페/다방,28
덕산동,4812961000,여성미용실,37,한식/백반/한정식,30,커피전문점/카페/다방,25
풍호동,4812962000,한식/백반/한정식,44,커피전문점/카페/다방,33,여성미용실,25
웅천동,4812963000,한식/백반/한정식,61,커피전문점/카페/다방,34,부동산중개,23
웅동1동,4812964000,한식/백반/한정식,43,부동산중개,26,커피전문점/카페/다방,10
웅동2동,4812965000,한식/백반/한정식,196,커피전문점/카페/다방,96,여성미용실,91
문산읍,4817025000,한식/백반/한정식,39,커피전문점/카페/다방,17,여성미용실,14
내동면,4817031000,한식/백반/한정식,10,커피전문점/카페/다방,9,어린이집,6
정촌면,4817032000,한식/백반/한정식,26,캐쥬얼/스포츠의류,18,커피전문점/카페/다방,17
금곡면,4817033000,청과물소매,15,한식/백반/한정식,10,자동차정비/카센타,4
진성면,4817035000,한식/백반/한정식,19,횟집,4,청과물소매,4
일반성면,4817036000,한식/백반/한정식,30,커피전문점/카페/다방,14,여성미용실,13
이반성면,4817037000,청과물소매,6,갈비/삼겹살,2,한식/백반/한정식,2
사봉면,4817038000,한식/백반/한정식,10,청과물소매,6,주유소,4
지수면,4817039000,한식/백반/한정식,14,청과물소매,9,수퍼마켓,4
대곡면,4817040000,한식/백반/한정식,17,청과물소매,13,수퍼마켓,6
금산면,4817041000,한식/백반/한정식,53,커피전문점/카페/다방,33,여성미용실,29
집현면,4817042000,청과물소매,11,한식/백반/한정식,11,수퍼마켓,8
미천면,4817043000,청과물소매,4,수퍼마켓,2,한식/백반/한정식,2
명석면,4817044000,한식/백반/한정식,18,청과물소매,11,커피전문점/카페/다방,9
대평면,4817045000,청과물소매,6,한식/백반/한정식,6,캠프/별장/펜션,3
수곡면,4817046000,청과물소매,10,한식/백반/한정식,7,커피전문점/카페/다방,2
천전동,4817051500,한식/백반/한정식,127,커피전문점/카페/다방,89,여성미용실,64
성북동,4817055500,한식/백반/한정식,114,룸살롱/단란주점,57,여성미용실,54
중앙동,4817056500,한식/백반/한정식,89,여성미용실,77,일반의류,67
상봉동,4817059500,한식/백반/한정식,47,여성미용실,34,후라이드/양념치킨,19
상대동,4817067300,한식/백반/한정식,133,여성미용실,76,호프/맥주,46
하대동,4817067800,한식/백반/한정식,141,여성미용실,102,호프/맥주,67
상평동,4817068000,자동차정비/카센타,94,한식/백반/한정식,70,유리/페인트/철물건축자재,36
초장동,4817069500,한식/백반/한정식,77,커피전문점/카페/다방,68,여성미용실,66
평거동,4817071000,한식/백반/한정식,104,학원-입시,76,커피전문점/카페/다방,69
신안동,4817071500,한식/백반/한정식,63,커피전문점/카페/다방,37,여성미용실,35
이현동,4817072000,한식/백반/한정식,34,여성미용실,19,커피전문점/카페/다방,13
판문동,4817073000,커피전문점/카페/다방,41,여성미용실,32,한식/백반/한정식,30
가호동,4817074000,한식/백반/한정식,128,커피전문점/카페/다방,100,여성미용실,78
충무공동,4817075000,부동산중개,75,커피전문점/카페/다방,58,캐쥬얼/스포츠의류,35
산양읍,4822025000,민박/하숙,66,한식/백반/한정식,54,캠프/별장/펜션,39
용남면,4822031000,한식/백반/한정식,32,수산물소매,32,캠프/별장/펜션,22
도산면,4822033000,수산물소매,21,한식/백반/한정식,14,시장/종합상가,8
광도면,4822034000,한식/백반/한정식,140,여성미용실,75,부동산중개,59
욕지면,4822035000,한식/백반/한정식,33,민박/하숙,22,캠프/별장/펜션,21
한산면,4822036000,민박/하숙,17,한식/백반/한정식,10,캠프/별장/펜션,7
사량면,4822037000,한식/백반/한정식,21,횟집,14,민박/하숙,11
도천동,4822051000,수산물소매,34,한식/백반/한정식,30,여성미용실,22
명정동,4822053000,한식/백반/한정식,43,수산물소매,34,라면김밥분식,23
중앙동,4822055000,한식/백반/한정식,107,일반의류,54,모텔/여관/여인숙,44
정량동,4822059000,한식/백반/한정식,73,커피전문점/카페/다방,38,수산물소매,30
북신동,4822060000,여성미용실,53,한식/백반/한정식,40,일반의류,26
미수동,4822066500,여성미용실,28,한식/백반/한정식,24,횟집,16
봉평동,4822067000,한식/백반/한정식,62,여성미용실,36,커피전문점/카페/다방,26
무전동,4822070000,한식/백반/한정식,90,여성미용실,60,커피전문점/카페/다방,41
사천읍,4824025000,한식/백반/한정식,118,여성미용실,59,호프/맥주,47
정동면,4824031000,학원-외국어/어학,14,여성미용실,14,한식/백반/한정식,13
사남면,4824032000,한식/백반/한정식,53,커피전문점/카페/다방,27,여성미용실,19
용현면,4824033000,한식/백반/한정식,33,청과물소매,16,부동산중개,13
축동면,4824034000,한식/백반/한정식,24,중고자동차판매,13,꽃집/꽃배달,10
곤양면,4824035000,한식/백반/한정식,34,커피전문점/카페/다방,15,청과물소매,14
곤명면,4824036000,한식/백반/한정식,26,청과물소매,16,커피전문점/카페/다방,6
서포면,4824037000,횟집,20,한식/백반/한정식,17,캠프/별장/펜션,15
동서동,4824051000,수산물소매,62,횟집,45,한식/백반/한정식,41
선구동,4824052000,한식/백반/한정식,25,여성미용실,24,룸살롱/단란주점,22
동서금동,4824053000,한식/백반/한정식,46,모텔/여관/여인숙,38,룸살롱/단란주점,29
벌용동,4824055000,한식/백반/한정식,67,여성미용실,57,호프/맥주,42
향촌동,4824057000,한식/백반/한정식,32,커피전문점/카페/다방,21,여성미용실,19
남양동,4824059500,한식/백반/한정식,26,횟집,14,커피전문점/카페/다방,14
진영읍,4825025000,한식/백반/한정식,197,커피전문점/카페/다방,103,여성미용실,90
주촌면,4825032000,한식/백반/한정식,66,부동산중개,46,식료품점,34
진례면,4825033000,한식/백반/한정식,97,부동산중개,41,편의점,25
한림면,4825034000,한식/백반/한정식,83,일반가구소매,73,부동산중개,26
생림면,4825035000,한식/백반/한정식,41,자동차정비/카센타,13,수퍼마켓,13
